number;EN;ES;ftu8;utf8;tag;unicode;native
1084;crossed fingers;dedos cruzados;<ed><a0><be><ed><b4><9e>;<f0><9f><a4><9e>;cross finger hand luck;U+1F91E;🤞
1085;crossed fingers: light skin tone;Dedos cruzados: tono claro de la piel;<ed><a0><be><ed><b4><9e><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><9e><f0><9f><8f><bb>;cross finger hand light skin tone luck;U+1F91E U+1F3FB;🤞 🏻
1086;crossed fingers: medium-light skin tone;Dedos cruzados: tono de piel medio-claro;<ed><a0><be><ed><b4><9e><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><9e><f0><9f><8f><bc>;cross finger hand luck medium-light_skin_tone medium-light skin tone;U+1F91E U+1F3FC;🤞 🏼
1087;crossed fingers: medium skin tone;Dedos cruzados: tono de piel medio;<ed><a0><be><ed><b4><9e><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><9e><f0><9f><8f><bd>;cross finger hand luck medium skin tone;U+1F91E U+1F3FD;🤞 🏽
1088;crossed fingers: medium-dark skin tone;Dedos cruzados: tono medio-oscuro de la piel;<ed><a0><be><ed><b4><9e><ed><a0><bc><ed><bf><be>;<f0><9f><a4><9e><f0><9f><8f><be>;cross finger hand luck medium-dark_skin_tone medium-dark skin tone;U+1F91E U+1F3FE;🤞 🏾
1089;crossed fingers: dark skin tone;Dedos cruzados: tono de piel oscuro;<ed><a0><be><ed><b4><9e><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><9e><f0><9f><8f><bf>;cross dark skin tone finger hand luck;U+1F91E U+1F3FF;🤞 🏿
109;girl: medium-dark skin tone;Chica: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><a7><ed><a0><bc><ed><bf><be>;<f0><9f><91><a7><f0><9f><8f><be>;medium-dark_skin_tone medium-dark skin tone Virgo young zodiac;U+1F467 U+1F3FE;👧 🏾
1090;vulcan salute;Saludo vulcan;<ed><a0><bd><ed><b6><96>;<f0><9f><96><96>;finger hand spock vulcan;U+1F596;🖖
1091;vulcan salute: light skin tone;Saludo vulcan: tono de piel claro;<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><bb>;<f0><9f><96><96><f0><9f><8f><bb>;finger hand light skin tone spock vulcan;U+1F596 U+1F3FB;🖖 🏻
1092;vulcan salute: medium-light skin tone;Saludo vulcan: tono de piel de tono medio;<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><bc>;<f0><9f><96><96><f0><9f><8f><bc>;finger hand medium-light_skin_tone medium-light skin tone spock vulcan;U+1F596 U+1F3FC;🖖 🏼
1093;vulcan salute: medium skin tone;Vulcan salute: tono de piel medio;<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><bd>;<f0><9f><96><96><f0><9f><8f><bd>;finger hand medium skin tone spock vulcan;U+1F596 U+1F3FD;🖖 🏽
1094;vulcan salute: medium-dark skin tone;Saludo vulcan: tono de piel medio-oscuro;<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><be>;<f0><9f><96><96><f0><9f><8f><be>;finger hand medium-dark_skin_tone medium-dark skin tone spock vulcan;U+1F596 U+1F3FE;🖖 🏾
1095;vulcan salute: dark skin tone;Saludo vulcan: tono de piel oscuro;<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><bf>;<f0><9f><96><96><f0><9f><8f><bf>;dark skin tone finger hand spock vulcan;U+1F596 U+1F3FF;🖖 🏿
1096;sign of the horns;Signo de los cuernos;<ed><a0><be><ed><b4><98>;<f0><9f><a4><98>;finger hand horns rock-on rock-on;U+1F918;🤘
1097;sign of the horns: light skin tone;Signo de los cuernos: tono de piel claro;<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><98><f0><9f><8f><bb>;finger hand horns light skin tone rock-on rock-on;U+1F918 U+1F3FB;🤘 🏻
1098;sign of the horns: medium-light skin tone;Signo de los cuernos: tono de piel medio-claro;<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><98><f0><9f><8f><bc>;finger hand horns medium-light_skin_tone medium-light skin tone rock-on rock-on;U+1F918 U+1F3FC;🤘 🏼
1099;sign of the horns: medium skin tone;Signo de los cuernos: tono de piel medio;<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><98><f0><9f><8f><bd>;finger hand horns medium skin tone rock-on rock-on;U+1F918 U+1F3FD;🤘 🏽
11;face savouring delicious food;Cara saboreando deliciosa comida;<ed><a0><bd><ed><b8><8b>;<f0><9f><98><8b>;delicious face savouring smile um yum;U+1F60B;😋
110;girl: dark skin tone;Chica: tono de piel oscuro;<ed><a0><bd><ed><b1><a7><ed><a0><bc><ed><bf><bf>;<f0><9f><91><a7><f0><9f><8f><bf>;dark skin tone Virgo young zodiac;U+1F467 U+1F3FF;👧 🏿
1100;sign of the horns: medium-dark skin tone;Signo de los cuernos: tono medio-oscuro de la piel;<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><be>;<f0><9f><a4><98><f0><9f><8f><be>;finger hand horns medium-dark_skin_tone medium-dark skin tone rock-on rock-on;U+1F918 U+1F3FE;🤘 🏾
1101;sign of the horns: dark skin tone;Signo de los cuernos: tono de piel oscuro;<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><98><f0><9f><8f><bf>;dark skin tone finger hand horns rock-on rock-on;U+1F918 U+1F3FF;🤘 🏿
1102;call me hand;Llámame a mano;<ed><a0><be><ed><b4><99>;<f0><9f><a4><99>;call hand;U+1F919;🤙
1103;call me hand: light skin tone;Llámame mano: tono de piel claro;<ed><a0><be><ed><b4><99><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><99><f0><9f><8f><bb>;call hand light skin tone;U+1F919 U+1F3FB;🤙 🏻
1104;call me hand: medium-light skin tone;Llámame a mano: tono de piel medio-claro;<ed><a0><be><ed><b4><99><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><99><f0><9f><8f><bc>;call hand medium-light_skin_tone medium-light skin tone;U+1F919 U+1F3FC;🤙 🏼
1105;call me hand: medium skin tone;Llámame a mano: tono de piel medio;<ed><a0><be><ed><b4><99><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><99><f0><9f><8f><bd>;call hand medium skin tone;U+1F919 U+1F3FD;🤙 🏽
1106;call me hand: medium-dark skin tone;Llámame mano: tono de piel medio-oscuro;<ed><a0><be><ed><b4><99><ed><a0><bc><ed><bf><be>;<f0><9f><a4><99><f0><9f><8f><be>;call hand medium-dark_skin_tone medium-dark skin tone;U+1F919 U+1F3FE;🤙 🏾
1107;call me hand: dark skin tone;Llámame mano: tono de piel oscuro;<ed><a0><be><ed><b4><99><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><99><f0><9f><8f><bf>;call dark skin tone hand;U+1F919 U+1F3FF;🤙 🏿
1108;raised hand with fingers splayed;Mano levantada con los dedos extendidos;<ed><a0><bd><ed><b6><90>;<f0><9f><96><90>;finger hand splayed;U+1F590;🖐
1109;raised hand with fingers splayed: light skin tone;Mano levantada con los dedos extendidos: tono de piel claro;<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><bb>;<f0><9f><96><90><f0><9f><8f><bb>;finger hand light skin tone splayed;U+1F590 U+1F3FB;🖐 🏻
111;man;hombre;<ed><a0><bd><ed><b1><a8>;<f0><9f><91><a8>;man;U+1F468;👨
1110;raised hand with fingers splayed: medium-light skin tone;Mano levantada con los dedos extendidos: tono de piel medio-claro;<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><bc>;<f0><9f><96><90><f0><9f><8f><bc>;finger hand medium-light_skin_tone medium-light skin tone splayed;U+1F590 U+1F3FC;🖐 🏼
1111;raised hand with fingers splayed: medium skin tone;Mano levantada con los dedos extendidos: tono de piel medio;<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><bd>;<f0><9f><96><90><f0><9f><8f><bd>;finger hand medium skin tone splayed;U+1F590 U+1F3FD;🖐 🏽
1112;raised hand with fingers splayed: medium-dark skin tone;Mano levantada con los dedos extendidos: tono de piel medio-oscuro;<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><be>;<f0><9f><96><90><f0><9f><8f><be>;finger hand medium-dark_skin_tone medium-dark skin tone splayed;U+1F590 U+1F3FE;🖐 🏾
1113;raised hand with fingers splayed: dark skin tone;Mano levantada con los dedos extendidos: tono de piel oscuro;<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><bf>;<f0><9f><96><90><f0><9f><8f><bf>;dark skin tone finger hand splayed;U+1F590 U+1F3FF;🖐 🏿
1114;raised hand;Mano levantada;<e2><9c><8b>;<e2><9c><8b>;hand;U+270B;✋
1115;raised hand: light skin tone;Mano levantada: tono claro de la piel;<e2><9c><8b><ed><a0><bc><ed><bf><bb>;<e2><9c><8b><f0><9f><8f><bb>;hand light skin tone;U+270B U+1F3FB;✋ 🏻
1116;raised hand: medium-light skin tone;Mano levantada: tono de piel medio-claro;<e2><9c><8b><ed><a0><bc><ed><bf><bc>;<e2><9c><8b><f0><9f><8f><bc>;hand medium-light_skin_tone medium-light skin tone;U+270B U+1F3FC;✋ 🏼
1117;raised hand: medium skin tone;Mano levantada: tono de piel medio;<e2><9c><8b><ed><a0><bc><ed><bf><bd>;<e2><9c><8b><f0><9f><8f><bd>;hand medium skin tone;U+270B U+1F3FD;✋ 🏽
1118;raised hand: medium-dark skin tone;Mano levantada: tono medio-oscuro de la piel;<e2><9c><8b><ed><a0><bc><ed><bf><be>;<e2><9c><8b><f0><9f><8f><be>;hand medium-dark_skin_tone medium-dark skin tone;U+270B U+1F3FE;✋ 🏾
1119;raised hand: dark skin tone;Mano levantada: tono de piel oscuro;<e2><9c><8b><ed><a0><bc><ed><bf><bf>;<e2><9c><8b><f0><9f><8f><bf>;dark skin tone hand;U+270B U+1F3FF;✋ 🏿
112;man: light skin tone;Hombre: tono de piel claro;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bb>;<f0><9f><91><a8><f0><9f><8f><bb>;light skin tone man;U+1F468 U+1F3FB;👨 🏻
1120;OK hand;Buena mano;<ed><a0><bd><ed><b1><8c>;<f0><9f><91><8c>;hand OK;U+1F44C;👌
1121;OK hand: light skin tone;Mano OK: tono claro de la piel;<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><bb>;<f0><9f><91><8c><f0><9f><8f><bb>;hand light skin tone OK;U+1F44C U+1F3FB;👌 🏻
1122;OK hand: medium-light skin tone;Mano OK: tono de piel medio-claro;<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><bc>;<f0><9f><91><8c><f0><9f><8f><bc>;hand medium-light_skin_tone medium-light skin tone OK;U+1F44C U+1F3FC;👌 🏼
1123;OK hand: medium skin tone;Mano OK: tono de piel medio;<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><bd>;<f0><9f><91><8c><f0><9f><8f><bd>;hand medium skin tone OK;U+1F44C U+1F3FD;👌 🏽
1124;OK hand: medium-dark skin tone;Mano OK: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><be>;<f0><9f><91><8c><f0><9f><8f><be>;hand medium-dark_skin_tone medium-dark skin tone OK;U+1F44C U+1F3FE;👌 🏾
1125;OK hand: dark skin tone;Mano OK: tono de piel oscuro;<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><bf>;<f0><9f><91><8c><f0><9f><8f><bf>;dark skin tone hand OK;U+1F44C U+1F3FF;👌 🏿
1126;thumbs up;Pulgares hacia arriba;<ed><a0><bd><ed><b1><8d>;<f0><9f><91><8d>;+1 +1 hand thumb up;U+1F44D;👍
1127;thumbs up: light skin tone;Pulgares arriba: tono de piel claro;<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><bb>;<f0><9f><91><8d><f0><9f><8f><bb>;+1 +1 hand light skin tone thumb up;U+1F44D U+1F3FB;👍 🏻
1128;thumbs up: medium-light skin tone;Pulgar hacia arriba: tono de piel de tono medio;<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><bc>;<f0><9f><91><8d><f0><9f><8f><bc>;+1 +1 hand medium-light_skin_tone medium-light skin tone thumb up;U+1F44D U+1F3FC;👍 🏼
1129;thumbs up: medium skin tone;Pulgares arriba: tono de piel medio;<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><bd>;<f0><9f><91><8d><f0><9f><8f><bd>;+1 +1 hand medium skin tone thumb up;U+1F44D U+1F3FD;👍 🏽
113;man: medium-light skin tone;Hombre: tono de piel medio-claro;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bc>;<f0><9f><91><a8><f0><9f><8f><bc>;man medium-light_skin_tone medium-light skin tone;U+1F468 U+1F3FC;👨 🏼
1130;thumbs up: medium-dark skin tone;Pulgares arriba: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><be>;<f0><9f><91><8d><f0><9f><8f><be>;+1 +1 hand medium-dark_skin_tone medium-dark skin tone thumb up;U+1F44D U+1F3FE;👍 🏾
1131;thumbs up: dark skin tone;Pulgares arriba: tono de piel oscuro;<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><bf>;<f0><9f><91><8d><f0><9f><8f><bf>;+1 +1 dark skin tone hand thumb up;U+1F44D U+1F3FF;👍 🏿
1132;thumbs down;pulgares abajo;<ed><a0><bd><ed><b1><8e>;<f0><9f><91><8e>;-1 -1 down hand thumb;U+1F44E;👎
1133;thumbs down: light skin tone;Pulgares abajo: tono claro de la piel;<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><bb>;<f0><9f><91><8e><f0><9f><8f><bb>;-1 -1 down hand light skin tone thumb;U+1F44E U+1F3FB;👎 🏻
1134;thumbs down: medium-light skin tone;Pulgares abajo: tono de piel de luz media;<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><bc>;<f0><9f><91><8e><f0><9f><8f><bc>;-1 -1 down hand medium-light_skin_tone medium-light skin tone thumb;U+1F44E U+1F3FC;👎 🏼
1135;thumbs down: medium skin tone;Pulgares abajo: tono de piel medio;<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><bd>;<f0><9f><91><8e><f0><9f><8f><bd>;-1 -1 down hand medium skin tone thumb;U+1F44E U+1F3FD;👎 🏽
1136;thumbs down: medium-dark skin tone;Pulgares abajo: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><be>;<f0><9f><91><8e><f0><9f><8f><be>;-1 -1 down hand medium-dark_skin_tone medium-dark skin tone thumb;U+1F44E U+1F3FE;👎 🏾
1137;thumbs down: dark skin tone;Pulgares abajo: tono de piel oscuro;<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><bf>;<f0><9f><91><8e><f0><9f><8f><bf>;-1 -1 dark skin tone down hand thumb;U+1F44E U+1F3FF;👎 🏿
1138;raised fist;Puño levantado;<e2><9c><8a>;<e2><9c><8a>;clenched fist hand punch;U+270A;✊
1139;raised fist: light skin tone;Puño levantado: tono de piel claro;<e2><9c><8a><ed><a0><bc><ed><bf><bb>;<e2><9c><8a><f0><9f><8f><bb>;clenched fist hand light skin tone punch;U+270A U+1F3FB;✊ 🏻
114;man: medium skin tone;Hombre: tono de piel medio;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bd>;<f0><9f><91><a8><f0><9f><8f><bd>;man medium skin tone;U+1F468 U+1F3FD;👨 🏽
1140;raised fist: medium-light skin tone;Puño levantado: tono de piel medio-claro;<e2><9c><8a><ed><a0><bc><ed><bf><bc>;<e2><9c><8a><f0><9f><8f><bc>;clenched fist hand medium-light_skin_tone medium-light skin tone punch;U+270A U+1F3FC;✊ 🏼
1141;raised fist: medium skin tone;Puño levantado: tono de piel medio;<e2><9c><8a><ed><a0><bc><ed><bf><bd>;<e2><9c><8a><f0><9f><8f><bd>;clenched fist hand medium skin tone punch;U+270A U+1F3FD;✊ 🏽
1142;raised fist: medium-dark skin tone;Puño levantado: tono medio-oscuro de la piel;<e2><9c><8a><ed><a0><bc><ed><bf><be>;<e2><9c><8a><f0><9f><8f><be>;clenched fist hand medium-dark_skin_tone medium-dark skin tone punch;U+270A U+1F3FE;✊ 🏾
1143;raised fist: dark skin tone;Puño levantado: tono de piel oscuro;<e2><9c><8a><ed><a0><bc><ed><bf><bf>;<e2><9c><8a><f0><9f><8f><bf>;clenched dark skin tone fist hand punch;U+270A U+1F3FF;✊ 🏿
1144;oncoming fist;Puño inminente;<ed><a0><bd><ed><b1><8a>;<f0><9f><91><8a>;clenched fist hand punch;U+1F44A;👊
1145;oncoming fist: light skin tone;Puño inminente: tono claro de la piel;<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><bb>;<f0><9f><91><8a><f0><9f><8f><bb>;clenched fist hand light skin tone punch;U+1F44A U+1F3FB;👊 🏻
1146;oncoming fist: medium-light skin tone;Puño inminente: tono de piel medio-claro;<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><bc>;<f0><9f><91><8a><f0><9f><8f><bc>;clenched fist hand medium-light_skin_tone medium-light skin tone punch;U+1F44A U+1F3FC;👊 🏼
1147;oncoming fist: medium skin tone;Puño inminente: tono de piel medio;<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><bd>;<f0><9f><91><8a><f0><9f><8f><bd>;clenched fist hand medium skin tone punch;U+1F44A U+1F3FD;👊 🏽
1148;oncoming fist: medium-dark skin tone;Puño inminente: tono medio-oscuro de la piel;<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><be>;<f0><9f><91><8a><f0><9f><8f><be>;clenched fist hand medium-dark_skin_tone medium-dark skin tone punch;U+1F44A U+1F3FE;👊 🏾
1149;oncoming fist: dark skin tone;Puño inminente: tono de piel oscuro;<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><bf>;<f0><9f><91><8a><f0><9f><8f><bf>;clenched dark skin tone fist hand punch;U+1F44A U+1F3FF;👊 🏿
115;man: medium-dark skin tone;Hombre: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><be>;<f0><9f><91><a8><f0><9f><8f><be>;man medium-dark_skin_tone medium-dark skin tone;U+1F468 U+1F3FE;👨 🏾
1150;left-facing fist;Puño izquierdo;<ed><a0><be><ed><b4><9b>;<f0><9f><a4><9b>;fist leftwards;U+1F91B;🤛
1151;left-facing fist: light skin tone;Puño izquierdo: tono de piel ligero;<ed><a0><be><ed><b4><9b><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><9b><f0><9f><8f><bb>;fist leftwards light skin tone;U+1F91B U+1F3FB;🤛 🏻
1152;left-facing fist: medium-light skin tone;Puño izquierdo: tono de piel medio-claro;<ed><a0><be><ed><b4><9b><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><9b><f0><9f><8f><bc>;fist leftwards medium-light_skin_tone medium-light skin tone;U+1F91B U+1F3FC;🤛 🏼
1153;left-facing fist: medium skin tone;Puño izquierdo: tono medio de la piel;<ed><a0><be><ed><b4><9b><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><9b><f0><9f><8f><bd>;fist leftwards medium skin tone;U+1F91B U+1F3FD;🤛 🏽
1154;left-facing fist: medium-dark skin tone;Puño izquierdo: tono medio-oscuro de la piel;<ed><a0><be><ed><b4><9b><ed><a0><bc><ed><bf><be>;<f0><9f><a4><9b><f0><9f><8f><be>;fist leftwards medium-dark_skin_tone medium-dark skin tone;U+1F91B U+1F3FE;🤛 🏾
1155;left-facing fist: dark skin tone;Puño izquierdo: tono de piel oscuro;<ed><a0><be><ed><b4><9b><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><9b><f0><9f><8f><bf>;dark skin tone fist leftwards;U+1F91B U+1F3FF;🤛 🏿
1156;right-facing fist;Puño derecho;<ed><a0><be><ed><b4><9c>;<f0><9f><a4><9c>;fist rightwards;U+1F91C;🤜
1157;right-facing fist: light skin tone;Puño derecho: tono claro de la piel;<ed><a0><be><ed><b4><9c><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><9c><f0><9f><8f><bb>;fist light skin tone rightwards;U+1F91C U+1F3FB;🤜 🏻
1158;right-facing fist: medium-light skin tone;Puño derecho: tono de piel medio-claro;<ed><a0><be><ed><b4><9c><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><9c><f0><9f><8f><bc>;fist medium-light_skin_tone medium-light skin tone rightwards;U+1F91C U+1F3FC;🤜 🏼
1159;right-facing fist: medium skin tone;Puño derecho: tono de piel medio;<ed><a0><be><ed><b4><9c><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><9c><f0><9f><8f><bd>;fist medium skin tone rightwards;U+1F91C U+1F3FD;🤜 🏽
116;man: dark skin tone;Hombre: tono de piel oscuro;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bf>;<f0><9f><91><a8><f0><9f><8f><bf>;dark skin tone man;U+1F468 U+1F3FF;👨 🏿
1160;right-facing fist: medium-dark skin tone;Puño derecho: tono de piel medio-oscuro;<ed><a0><be><ed><b4><9c><ed><a0><bc><ed><bf><be>;<f0><9f><a4><9c><f0><9f><8f><be>;fist medium-dark_skin_tone medium-dark skin tone rightwards;U+1F91C U+1F3FE;🤜 🏾
1161;right-facing fist: dark skin tone;Puño derecho: tono de piel oscuro;<ed><a0><be><ed><b4><9c><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><9c><f0><9f><8f><bf>;dark skin tone fist rightwards;U+1F91C U+1F3FF;🤜 🏿
1162;raised back of hand;Levantado de la mano;<ed><a0><be><ed><b4><9a>;<f0><9f><a4><9a>;backhand raised;U+1F91A;🤚
1163;raised back of hand: light skin tone;Levantado de la mano: tono de piel claro;<ed><a0><be><ed><b4><9a><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><9a><f0><9f><8f><bb>;backhand light skin tone raised;U+1F91A U+1F3FB;🤚 🏻
1164;raised back of hand: medium-light skin tone;Levantado de la mano: tono de piel de tono medio;<ed><a0><be><ed><b4><9a><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><9a><f0><9f><8f><bc>;backhand medium-light_skin_tone medium-light skin tone raised;U+1F91A U+1F3FC;🤚 🏼
1165;raised back of hand: medium skin tone;Levantado de la mano: tono de piel medio;<ed><a0><be><ed><b4><9a><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><9a><f0><9f><8f><bd>;backhand medium skin tone raised;U+1F91A U+1F3FD;🤚 🏽
1166;raised back of hand: medium-dark skin tone;Levantado de la mano: tono de piel medio-oscuro;<ed><a0><be><ed><b4><9a><ed><a0><bc><ed><bf><be>;<f0><9f><a4><9a><f0><9f><8f><be>;backhand medium-dark_skin_tone medium-dark skin tone raised;U+1F91A U+1F3FE;🤚 🏾
1167;raised back of hand: dark skin tone;Levantado de la mano: tono de piel oscuro;<ed><a0><be><ed><b4><9a><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><9a><f0><9f><8f><bf>;backhand dark skin tone raised;U+1F91A U+1F3FF;🤚 🏿
1168;waving hand;mano que saluda;<ed><a0><bd><ed><b1><8b>;<f0><9f><91><8b>;hand wave waving;U+1F44B;👋
1169;waving hand: light skin tone;Mano que agita: tono de piel ligero;<ed><a0><bd><ed><b1><8b><ed><a0><bc><ed><bf><bb>;<f0><9f><91><8b><f0><9f><8f><bb>;hand light skin tone wave waving;U+1F44B U+1F3FB;👋 🏻
117;woman;mujer;<ed><a0><bd><ed><b1><a9>;<f0><9f><91><a9>;woman;U+1F469;👩
1170;waving hand: medium-light skin tone;Mano que agita: tono medio-ligero de la piel;<ed><a0><bd><ed><b1><8b><ed><a0><bc><ed><bf><bc>;<f0><9f><91><8b><f0><9f><8f><bc>;hand medium-light_skin_tone medium-light skin tone wave waving;U+1F44B U+1F3FC;👋 🏼
1171;waving hand: medium skin tone;Mano que agita: tono de piel medio;<ed><a0><bd><ed><b1><8b><ed><a0><bc><ed><bf><bd>;<f0><9f><91><8b><f0><9f><8f><bd>;hand medium skin tone wave waving;U+1F44B U+1F3FD;👋 🏽
1172;waving hand: medium-dark skin tone;Mano que agita: tono medio-oscuro de la piel;<ed><a0><bd><ed><b1><8b><ed><a0><bc><ed><bf><be>;<f0><9f><91><8b><f0><9f><8f><be>;hand medium-dark_skin_tone medium-dark skin tone wave waving;U+1F44B U+1F3FE;👋 🏾
1173;waving hand: dark skin tone;Mano que agita: tono de piel oscuro;<ed><a0><bd><ed><b1><8b><ed><a0><bc><ed><bf><bf>;<f0><9f><91><8b><f0><9f><8f><bf>;dark skin tone hand wave waving;U+1F44B U+1F3FF;👋 🏿
1174;clapping hands;aplaudir;<ed><a0><bd><ed><b1><8f>;<f0><9f><91><8f>;clap hand;U+1F44F;👏
1175;clapping hands: light skin tone;Aplausos manos: piel clara tono;<ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><bb>;<f0><9f><91><8f><f0><9f><8f><bb>;clap hand light skin tone;U+1F44F U+1F3FB;👏 🏻
1176;clapping hands: medium-light skin tone;Aplausos manos: tono de piel de tono medio;<ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><bc>;<f0><9f><91><8f><f0><9f><8f><bc>;clap hand medium-light_skin_tone medium-light skin tone;U+1F44F U+1F3FC;👏 🏼
1177;clapping hands: medium skin tone;Aplausos: tono de piel medio;<ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><bd>;<f0><9f><91><8f><f0><9f><8f><bd>;clap hand medium skin tone;U+1F44F U+1F3FD;👏 🏽
1178;clapping hands: medium-dark skin tone;Palmas: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><be>;<f0><9f><91><8f><f0><9f><8f><be>;clap hand medium-dark_skin_tone medium-dark skin tone;U+1F44F U+1F3FE;👏 🏾
